2.701039026174748854e-23,1.609531758037867104e-22,-3.882498974561911445e-22,-3.009271152684429755e-22,1.865214774898023842e-01,-1.699345084271349227e-01,1.434260276008795076e-22,4.866044615580413910e-22,1.969953377105877479e-01,-9.685148974501624208e-02,8.617250979926317778e-02,7.068908702556363679e-23,-2.572621707504250154e-22,-2.822486029748619453e-22,1.959203458890994287e-01,-3.834920533652822483e-01,-1.653105931728091893e-01,-2.294503185973475456e-22,3.376330003831755520e-23,3.191816896364823124e-22,1.431557326230293581e-01,7.071070566310196449e-23,2.140449477356769017e-22,2.436008657705654750e-22,1.291840919570870772e-01,4.388810074350174448e-22
-1.947074084035509013e-24,-1.151430321084610742e-23,2.785766268680648274e-23,2.157114012159298129e-23,1.351604380703516350e-01,-2.048933893182431076e-01,-1.028319707214002176e-23,-3.492578788796137196e-23,-2.003996045322528341e-01,1.379794614878027403e-01,3.053384489083821873e-01,-5.052060835885135483e-24,1.854127978023526288e-23,2.022571118932097885e-23,1.312154234683605147e-01,-2.604256994181185503e-01,3.504280590530081119e-01,1.648146914254563850e-23,-2.419434419191863247e-24,-2.290018691918124269e-23,-8.654746435924795533e-02,-5.108518978357975304e-24,-1.537761645655243719e-23,-1.743983320492932862e-23,-5.753380498517982750e-02,-3.140208317516668428e-23
1.687987973756034567e-23,1.014135794471829374e-22,-2.439375390424481814e-22,-1.892507102874526671e-22,1.760066201277168257e-02,9.699506143888605991e-02,9.018291651955523146e-23,3.056240289346365847e-22,2.687217814399438590e-02,6.424902092832468839e-03,1.940871781256299500e-02,4.456992123307367395e-23,-1.610301304712592691e-22,-1.775623788327369267e-22,2.857693296743499256e-03,5.072222999041589575e-02,-7.183846786159077402e-02,-1.440009894291866010e-22,2.123964851550395571e-23,2.005312383741051967e-22,3.982547120601069579e-02,4.411739472745409995e-23,1.343108641376131937e-22,1.533848661326093667e-22,-9.260591212863940325e-02,2.765116044888538122e-22
2.073321072584043709e-24,1.243856918163981412e-23,-2.993373342389750968e-23,-2.321930276110617790e-23,-3.627687590993337596e-01,7.437023791631496017e-02,1.106500066707468258e-23,3.750579792159606675e-23,-7.208094961944383483e-02,3.280664163501209041e-01,1.195359114187214411e-01,5.466040950166114826e-24,-1.977240092521450104e-23,-2.178410775925387880e-23,-4.078105483606544457e-01,-1.470257676357256127e-01,-1.983878067179577209e-01,-1.767396004545885693e-23,2.605805875078580009e-24,2.460764987479732857e-23,2.814877496461284934e-01,5.420243611964300778e-24,1.648515819673144844e-23,1.881500533642073564e-23,-5.343315707735113093e-03,3.391495906931804896e-23
1.342618367643460559e-23,8.011974336987774044e-23,-1.932121246323545394e-22,-1.497721252012951889e-22,-3.158973040411346411e-01,-1.724125471137445131e-01,7.138199539399776844e-23,2.421389147131589885e-22,6.702755271450872021e-02,-1.155442691151110576e-02,-2.510344718478658144e-01,3.518390122779340868e-23,-1.280221298455405957e-22,-1.404814166330720412e-22,7.468094210569510560e-02,2.505774198096766617e-02,1.114302292438845293e-01,-1.141657487875815779e-22,1.680397348700002714e-23,1.588263079909726499e-22,-1.999300386039500055e-01,3.515493154172951578e-23,1.064986167450795012e-22,1.212562739185731929e-22,3.616473590977229979e-01,2.184797913652700200e-22
2.485217661225677988e-23,1.484133076678873817e-22,-3.578215265786619372e-22,-2.773931133124796377e-22,-3.104230623917866860e-02,-1.363818144592076308e-02,1.322059123523886460e-22,4.484187697905395755e-22,-3.687343476782386359e-02,2.514295783439310372e-02,4.584593854558581538e-02,6.517716682686361752e-23,-2.370297091304699341e-22,-2.601952253097676916e-22,1.660732102494335075e-02,-8.827408726693312425e-04,3.349996248287375519e-03,-2.114106055603525742e-22,3.112384033312781276e-23,2.941355221455550482e-22,-1.485385468240511472e-02,6.506628391775826687e-23,1.972115252939807316e-22,2.246013746555225584e-22,-7.996857460165930631e-02,4.047118643485551805e-22
2.842038642284722226e-24,1.820663558096947640e-23,-4.313724044426185772e-23,-3.365196158468155886e-23,-4.140700507582519008e-02,7.895163878173544481e-03,1.602067738064982477e-23,5.387273166316780952e-23,6.507784914932672991e-03,3.260463901814487919e-02,-2.697912889545420537e-02,7.990282868085787533e-24,-2.817299215391306494e-23,-3.164040160549766238e-23,4.049085925380517884e-03,-5.038854109143120485e-02,2.283721269999140421e-02,-2.526128793802368619e-23,3.779749626327873502e-24,3.536327498347350116e-23,-6.192785308369316323e-03,7.436041622957293513e-24,2.354043797061333242e-23,2.746116401837616764e-23,-1.265994501711705245e-01,4.971478124054769195e-23
-1.725105897338788342e-24,-1.006057982722686127e-23,2.442097422626153516e-23,1.888736050987875532e-23,-4.660187952220053859e-02,3.281662967038960488e-02,-9.005484568990953467e-24,-3.063889260686653778e-23,4.689031138120823561e-02,2.132120553133925317e-02,1.494381011565011977e-02,-4.416105567385870722e-24,1.628640042782790988e-23,1.770067893630906792e-23,7.154668337789408736e-03,5.184487034415467821e-02,-2.203918569113457598e-02,1.447354182956874887e-23,-2.118013883128924903e-24,-2.008845289482623398e-23,8.871134056360318459e-03,-4.523826514484519044e-24,-1.350648847932177671e-23,-1.524715401599781226e-23,1.088646407897966894e-03,-2.742710988576951285e-23
-1.183439389493251017e-23,-7.030399320936735381e-23,1.697376574055903637e-22,1.315206921804395348e-22,5.372591605314638169e-02,-4.317826703817675416e-01,-6.268820639278933287e-23,-2.127682237003811329e-22,3.822776703189418868e-01,3.220230510631560961e-02,2.939782702150360305e-01,-3.087450505624449183e-23,1.125751551978497103e-22,1.233433347800484577e-22,-7.605869683416699445e-02,4.119360018753587260e-02,-2.099371535131881461e-01,1.003533048175724794e-22,-1.475528598085466057e-23,-1.395535787403631654e-22,4.121633851788840397e-03,-3.098893458724294340e-23,-9.362038758098735011e-23,-1.064244826937286560e-22,1.323726178468118964e-01,-1.916967645862389125e-22
-2.919554815696002152e-24,-1.740747531585794084e-23,4.204152734286001881e-23,3.257561130966256586e-23,-7.548954006249521120e-02,-1.658994158232462157e-01,-1.552759196254052529e-23,-5.268572902499040360e-23,-9.371076895656338390e-02,-1.783860239212268495e-01,5.887822032834749003e-02,-7.634532031975514715e-24,2.796196628700610872e-23,3.055210988173378596e-23,3.096665748540302632e-01,-6.859410954148502382e-02,-3.592582887195729380e-01,2.484791439620231421e-23,-3.653961202289257283e-24,-3.454433749364330830e-23,7.529835594500858265e-02,-7.664997981541801483e-24,-2.318153644989471903e-23,-2.635818077478985643e-23,-3.090193412951732221e-01,-4.748690012263172981e-23
