7.581667293707720288e-24,-4.410690057512386274e-24,-8.398055460496403473e-24,3.754713736439472008e-24,7.350094650724441672e-24,-7.201026387944812568e-26,8.513018663041472954e-24,1.168323373640411527e-23,3.237241243614903918e-25,-3.470739117006823094e-24
4.513013221649698821e-23,-2.639861473042727202e-23,-5.030066062913587150e-23,2.290650932082077243e-23,4.362048279532956345e-23,-2.428472528329735789e-25,5.114754052193949016e-23,6.999389253996102799e-23,2.095239898037068317e-24,-2.068176749620565063e-23
-1.089570849817307711e-22,6.360553864841607740e-23,1.211584744553133990e-22,-5.487275398269276834e-23,-1.053129935222491710e-22,7.787406399736154461e-25,-1.230554905083942953e-22,-1.685609260113106884e-22,-4.942246621131093201e-24,4.988712214190395746e-23
-8.442992877757925053e-23,4.931996393591607446e-23,9.395582990175731403e-23,-4.263284013498980935e-23,-8.159980611235974520e-23,5.562311130009543999e-25,-9.546289094622609946e-23,-1.307227090020143014e-22,-3.861157657130357734e-24,3.866698240943258468e-23
-1.439500350033396103e-01,-1.906121582282266358e-01,-1.773772475468853027e-01,-2.276671615934041104e-01,7.429713958863769230e-02,-1.509522245940903562e-01,-7.338320134990579391e-02,1.932932410064396866e-01,-2.042542371627868725e-02,2.601920118299102525e-01
-1.900840778808482456e-01,2.981609196611825774e-01,-1.137156679456532843e-01,1.615736203357869827e-01,2.202066178813635033e-01,1.047178792141632009e-01,2.081482791813184796e-01,-9.262739007128414914e-03,1.278203964309641283e-01,2.225733465519245391e-01
4.024258486871840348e-23,-2.350477662420290722e-23,-4.477651137369841379e-23,2.031057386948707271e-23,3.889362702048022345e-23,-2.694871805816651251e-25,4.549154745508567490e-23,6.229768940098591429e-23,1.837407438748974702e-24,-1.842931334360058930e-23
1.365602230715754868e-22,-7.970111841323465605e-23,-1.518140465672156200e-22,6.869804632388422612e-23,1.320199784022019523e-22,-9.969858797219398252e-25,1.541714531650809634e-22,2.112096412446712020e-22,6.169440208372924367e-24,-6.252534904528937336e-23
2.478692254221444013e-01,1.985026022915021005e-01,-5.542960717842244922e-02,-4.372910340799123635e-02,1.052579928927996483e-01,1.352916855361998294e-01,-2.541593527401989627e-01,2.911748756122418680e-01,7.782442171259441877e-02,-2.856242416892965097e-01
3.234187785948069438e-01,-1.980403524221641953e-01,-1.621969250066233881e-01,2.381829445737286277e-01,1.534555630522072868e-02,-1.626869266915474399e-01,3.236731890956261459e-01,-1.209443878988973597e-01,1.878143965650832248e-01,-1.792033425950916581e-01
-2.082032951528083875e-01,-1.377101905235017798e-01,7.878302040019180552e-02,1.468538463596451016e-01,2.553610617983809172e-01,9.468766981609509636e-02,5.625094283879655127e-02,3.600371439250371619e-01,-1.807418281785272973e-01,-1.866308716338216933e-01
