1.980885408196352837e-23,-1.159382341294575071e-23,-2.209379839171804823e-23,1.006810549324871098e-23,1.916171457049173105e-23,-9.290035108483341884e-26,2.247362620473861468e-23,3.074778497067533072e-23,9.211645029619329526e-25,-9.083536259400231672e-24
-7.233277789509792778e-23,4.210510271771096537e-23,8.016480865575492176e-23,-3.608589278776448070e-23,-6.980750174456899893e-23,7.215012166910566102e-25,-8.128389155580094270e-23,-1.114820480524065651e-22,-3.202506625308764808e-24,3.305396263982170747e-23
-7.918305095585694476e-23,4.626563890938024567e-23,8.814052628163551431e-23,-4.002184554742913436e-23,-7.652468865860411588e-23,5.063414196369467975e-25,-8.956637668467303027e-23,-1.226337285793908299e-22,-3.631592679157926503e-24,3.626722476914696704e-23
-2.730613793223014008e-01,2.167046978235251942e-01,1.460144592135127761e-01,1.668533041334605699e-02,-1.510859949867764951e-01,-9.580843447146074332e-02,2.560626193522013150e-01,2.453466480383785231e-01,1.493638511091004983e-01,-5.339014451057846888e-02
3.803749916342349241e-02,1.906848766375499049e-01,1.740609134031614602e-01,-3.567391930356131335e-01,1.000645717008687985e-01,-1.426995264927387874e-01,1.175222608012937014e-01,-1.754545755729866874e-01,-8.841261737109289143e-02,-1.435439655579358320e-01
-2.014866562315981158e-01,2.356173485375099852e-01,-2.202668821158486889e-01,1.494803439919147880e-01,-4.777540595432758913e-02,-1.284295125433945473e-01,-2.367216139021533494e-01,-2.005950011149826850e-01,-1.128036915210004765e-01,-1.567117459072418784e-01
-6.440476498153740561e-23,3.756866761142745486e-23,7.155489057173979160e-23,-3.232850411642390865e-23,-6.226988534950527371e-23,4.989050234434755592e-25,-7.264371384370907364e-23,-9.954583535712018454e-23,-2.889561532762272618e-24,2.948268943458249992e-23
9.471347561981181914e-24,-5.533955865383542057e-24,-1.054281071128657047e-23,4.786174923356035500e-24,9.155027860260770049e-24,-6.017700588676647791e-26,1.071342389734765850e-23,1.466891494306902466e-23,4.338433654119056897e-25,-4.338417702196503969e-24
8.955866215424672134e-23,-5.228189237342904913e-23,-9.959006196078043422e-23,4.508539463474428746e-23,8.659744333176608863e-23,-6.317178406353028737e-25,1.011504400611948876e-22,1.385593129443910803e-22,4.052960932841076566e-24,-4.101276208631244177e-23
-1.929184352847478912e-01,-1.992647245473228856e-01,-2.056033474919445880e-01,-2.633604196262022135e-01,-3.007633952176743675e-01,5.854714871838445633e-02,5.569386842579177738e-02,-1.732507688285605529e-01,3.678595742100392030e-02,-2.444859075702376094e-01
1.987281949317462472e-23,-1.154562379208868104e-23,-2.197750201203740621e-23,9.806762281181797746e-24,1.923576457891488425e-23,-2.189956750973525233e-25,2.226025307767056238e-23,3.056615645743112894e-23,8.431098116895300578e-25,-9.085613610888875627e-24
6.008327449949021896e-23,-3.504387603828732826e-23,-6.674512776802910965e-23,3.014614611362299191e-23,5.809188456488783521e-23,-4.711217610845502180e-25,6.775655344439516381e-23,9.285356187274802069e-23,2.691726897631361661e-24,-2.750332869734579408e-23
6.832259972752981854e-23,-3.994505149585070080e-23,-7.610615401627913760e-23,3.461633584100449349e-23,6.602843509198384509e-23,-3.996673491969878202e-25,7.736497598459310669e-23,1.058961691335548099e-22,3.156726447718433404e-24,-3.130122441933575976e-23
-8.988252250674469424e-02,-1.312334529363137769e-01,2.255888092148888580e-01,4.256439476106543135e-02,6.084486276520712639e-02,-2.441084765975015669e-02,-1.784150919436179872e-01,-1.290402707455056697e-01,1.235491628383377505e-01,-1.636538384755198416e-01
1.230788649063989971e-22,-7.198829212389459189e-23,-1.371656162964670937e-22,6.247056466849287795e-23,1.189266683024685706e-22,-6.792965135628214204e-25,1.394675658795828702e-22,1.908604045555447922e-22,5.718593572797733433e-24,-5.639394203110092892e-23
